Date,Open,High,Low,Close,Adj Close,Volume,100movingaverage,3dexpmv,10dexpmv,SwingIndex,TrueRange,PDM,NDM,Gapo10,Gapo5,Adj Close_1d_percentC,Adj Close_2d_percentC,Adj Close_3d_percentC,Adj Close_4d_percentC,Adj Close_5d_percentC,Adj Close_6d_percentC,Adj Close_7d_percentC,Adj Close_classHigh,Adj Close_classMedium,Adj Close_classLow,FB,AMZN,ATVI,V,MSFT,HD,AIZ,FISV,MCD,GPN
2016-01-15,692.289978,706.73999,685.369995,694.450012,694.450012,3608100,725.419095182,703.771448107,726.635847085,3.7826692356,29.349976,0.0,3.729981,1.90525617839,2.3739870934,0.0105694663016,0.00575995382084,0.0174814814461,0.0443516271406,0.024796559439,0.0267693364227,0.00797750436211,1,1,0,94.970001,570.179993,34.417484,70.766891,48.788059,114.694145,75.13575,87.339996,109.578323,57.044716
2016-01-19,703.299988,709.97998,693.409973,701.789978,701.789978,2268100,723.450002083,706.083958554,722.539319216,4.31133637629,16.570007,3.23999,0.0,1.82366984586,2.42279793515,-0.00475921016929,0.00683972292349,0.0334288358846,0.014078293093,0.0160304369579,-0.00256485281413,0.0415652045689,-1,0,0,95.260002,574.47998,34.654099,70.333405,48.376629,115.203987,75.37574,89.040001,111.7855,57.2645
2016-01-20,688.609985,706.849976,673.26001,698.450012,698.450012,3445000,721.526925923,697.450114249,717.639111047,0.122140398587,33.589966,0.0,20.149963,1.82366984586,2.42279793515,0.0116543988262,0.0383706600896,0.0189275836107,0.0208890625662,0.00220485070305,0.0465459366332,0.0637125051692,1,1,0,94.349998,571.77002,34.220306,69.633919,48.596699,112.029533,73.57103,88.949997,110.149139,57.973812
2016-01-21,702.179993,719.190002,694.460022,706.590027,706.590027,2412200,720.460004571,701.658317188,712.450287588,6.51162204347,24.72998,12.340026,0.0,1.86876185833,2.55909939833,0.0264084862324,0.00718939668816,0.00912827913434,-0.00934068801965,0.0344895824577,0.051458389746,0.0642663655936,1,1,1,94.160004,575.02002,34.072426,70.50087,48.300083,115.646492,74.108604,89.639999,112.108955,57.234531
2016-01-22,723.599976,728.130005,720.120972,725.25,725.25,2011800,720.7793376,705.944064664,710.746357417,18.6203844571,21.539978,8.940003,0.0,1.8145138858,2.41386113984,-0.018724601172,-0.0168356042744,-0.0348293829714,0.00787317752499,0.0244053940021,0.036883833161,0.0543261275422,-1,-1,0,97.940002,596.380005,35.413235,71.624016,50.031921,118.089859,76.287697,91.489998,112.641731,58.803017
2016-01-25,723.580017,729.679993,710.01001,711.669983,711.669983,1711700,720.210002937,713.268810249,710.14728228,-2.81215690553,19.669983,0.0,10.110962,1.78873371755,2.48842569757,0.00192504255164,-0.0164120916703,0.0271053149083,0.043952997523,0.0566695490373,0.0744446755737,0.0214706666924,1,0,0,97.010002,596.530029,34.240025,70.678215,49.553509,117.079803,74.982162,90.160004,113.402809,57.604172
2016-01-26,713.849976,718.280029,706.47998,713.039978,713.039978,1324300,719.788236765,718.80325789,709.283506608,-1.00521312053,11.800049,0.0,3.53003,1.78873371755,2.50573406598,-0.0183019022813,0.0251318923944,0.0419472048172,0.054639323463,0.0723802978688,0.0195080702754,-0.0070542580433,-1,-1,0,97.339996,601.25,34.801983,70.816147,49.917099,117.551163,76.038116,91.400002,114.572998,58.603207
2016-01-27,713.669983,718.234985,694.390015,699.98999,699.98999,2194200,718.688334167,709.914580044,705.806698751,-2.94330761041,23.84497,0.0,12.089965,1.78873371755,2.50573406598,0.0442435355397,0.0613723376244,0.0743010767911,0.0923727980739,0.0385148679055,0.0114573352685,-0.023457454013,1,1,1,94.449997,583.349976,33.589336,69.860504,49.008129,116.945137,75.788528,90.449997,114.9916,56.495243
2016-01-28,722.219971,733.690002,712.349976,730.960022,730.960022,2676400,719.334212474,712.370004696,708.176501427,29.7567207078,33.700012,15.455017,0.0,1.78873371755,2.21418856033,0.0164030721779,0.0287840338278,0.0460900746772,-0.00548594981847,-0.0313970823428,-0.0648325675464,-0.0659680838195,1,1,0,109.110001,635.349976,33.313286,68.303886,49.811855,117.62812,76.268494,91.019997,116.428154,55.795925
2016-01-29,731.530029,744.98999,726.799988,742.950012,742.950012,3474300,720.51500245,717.50832766,709.035588071,9.12836420589,18.190002,11.299988,0.0,1.78125253675,2.28105984066,0.0121811533129,0.0292079031557,-0.0215357692194,-0.0470287387249,-0.0799246302455,-0.0810418211555,-0.0872737411033,1,1,0,112.209999,587.0,34.328754,73.38752,52.711006,120.975739,78.054024,94.559998,117.760063,58.892918
2016-02-01,750.460022,757.859985,743.27002,752.0,752.0,5139200,722.014288048,738.563544635,714.068666101,7.15644721671,14.909973,12.869995,0.0,1.85570070974,2.43808788889,0.0168218404255,-0.0333111542553,-0.0584973271277,-0.090997331117,-0.0921010771277,-0.0982579986702,-0.0902659640957,1,1,0,115.089996,574.809998,34.18087,73.279144,52.347412,121.697205,77.737228,94.370003,118.549706,59.562271
2016-02-02,784.5,789.869995,764.650024,764.650024,764.650024,6348100,723.952276045,749.773358109,719.136879868,2.45906508985,37.869995,32.01001,0.0,1.9273702347,2.57889220118,-0.0493036171016,-0.0740731213264,-0.106035459956,-0.107120946092,-0.11317601031,-0.10531619234,-0.106637071132,-1,-1,-1,114.610001,552.099976,32.948505,72.313652,50.711258,120.504372,76.15332,93.040001,117.921799,56.495243
2016-02-03,770.219971,774.5,720.5,726.950012,726.950012,6171000,724.082612391,751.218628296,723.211619352,-8.61012642086,54.0,0.0,44.150024,2.06673573949,2.83261414235,-0.0260540638109,-0.0596739862218,-0.0608157662428,-0.0671848492933,-0.0589174170067,-0.0603067972712,-0.0612834270096,-1,-1,-1,112.690002,531.070007,32.652737,73.279144,49.907536,119.080673,76.268494,94.800003,115.562416,57.27449
2016-02-04,722.809998,727.0,701.859985,708.01001,708.01001,5145900,723.412920625,742.51535713,725.24686597,-0.0864572117579,25.140015,0.0,18.640015,1.97991231936,2.70314013301,-0.0345192902004,-0.0356916140211,-0.0422310766482,-0.0337424819742,-0.0351690296017,-0.0361717851983,-0.0240250981762,-1,-1,-1,110.489998,536.26001,31.489388,72.5895,49.754448,116.502632,75.490944,96.529999,114.791817,57.63414
2016-02-05,703.869995,703.98999,680.150024,683.570007,683.570007,5105700,721.81920408,713.048997265,722.842749526,5.095226038,27.859986,0.0,21.709961,1.97991231936,2.78199644945,-0.00121423847082,-0.00798750960997,0.000804581819518,-0.000672969842575,-0.00171157743614,0.010869395854,0.0363240293543,-1,0,0,104.07,502.130005,30.099279,70.481186,47.993904,112.000664,75.337341,94.589996,109.787628,55.706013
2016-02-08,667.849976,684.030029,663.059998,682.73999,682.73999,4247400,720.316157385,695.793737419,722.48732626,0.0297128717412,20.970031,0.0,17.090026,2.04028568414,2.91898890008,-0.00678150550402,0.00202127459972,0.000541926656442,-0.000497943587573,0.0120983245759,0.0375839036468,0.0213990482673,-1,0,0,99.75,488.100006,28.314814,66.766975,47.276287,107.594902,73.177444,91.809998,110.406021,52.489132
2016-02-09,672.320007,699.900024,668.77002,678.109985,678.109985,3604300,718.752965815,682.297697565,721.583104387,0.652374927391,31.130004,15.869995,0.0,2.10315349227,3.00893239943,0.00886288379901,0.00737343515153,0.0063264648728,0.0190087379409,0.0446683276607,0.0283729651909,0.0336228465947,1,0,0,99.540001,482.070007,28.403543,67.318695,47.151901,109.528442,73.42704,92.089996,111.319321,52.419197
2016-02-10,686.859985,701.309998,682.130005,684.119995,684.119995,2638000,717.516074,681.574799183,723.205460504,4.15918469014,23.200013,1.409974,0.0,2.10315349227,2.92865373122,-0.00147636380662,-0.00251413642719,0.0100567225783,0.0354908922082,0.019338684875,0.0245424459491,0.0326551294558,-1,0,0,101.0,490.480011,29.72464,69.253647,47.563332,109.980568,63.577888,92.709999,111.82354,54.437622
2016-02-11,675.0,689.349976,668.867981,683.109985,683.109985,3024000,716.329657138,680.887853961,719.534567768,0.415641368859,20.481995,0.0,13.262024,2.10315349227,2.58347659316,-0.00103930701584,0.0115501385915,0.0370219138284,0.0208458247027,0.0260572797805,0.0341819582684,0.0186499850386,-1,0,0,101.910004,503.820007,30.08942,67.595116,47.544201,108.960884,64.230652,91.68,111.052948,54.8573
2016-02-12,690.26001,693.75,678.599976,682.400024,682.400024,2141400,715.198669367,683.489252683,713.290797324,-1.07879714271,15.150024,4.400024,0.0,2.10315349227,2.30631021326,0.0126025435193,0.0381008192931,0.0219079007535,0.0271247777682,0.0352579090765,0.0197097765635,0.0251465026326,1,1,0,102.010002,507.079987,27.72328,69.520203,48.319218,111.894859,64.384254,93.07,112.19458,56.755817
2016-02-16,692.97998,698.0,685.049988,691.0,691.0,2520000,714.418067129,684.361984873,705.223765759,4.76911554857,15.599976,4.25,0.0,2.10315349227,2.26423370055,0.0251809319826,0.00918954558611,0.0143414949349,0.0223734037627,0.00701877858177,0.0123878408104,0.0213458755427,1,1,1,101.610001,521.099976,29.00494,70.191505,49.234718,114.886543,64.557045,94.349998,113.383797,58.054806
2016-02-17,698.090027,709.75,691.380005,708.400024,708.400024,2492600,714.230003281,689.886318048,694.99602479,15.2643401931,18.75,11.75,0.0,2.10315349227,2.16377991272,-0.0155985991327,-0.0105731941647,-0.00273856851253,-0.0177160468306,-0.012478861802,-0.00374085814543,-0.00470075788704,-1,-1,0,105.199997,534.099976,29.034517,71.249924,50.516418,116.598816,66.476952,95.860001,112.870041,59.143963
2016-02-18,710.0,712.349976,696.030029,697.349976,697.349976,1883200,713.718487303,697.528366955,689.533743196,-2.06199482922,16.319947,2.599976,0.0,2.04704111121,2.30558153531,0.0051050363842,0.01306380772,-0.00215100028913,0.00316917197399,0.0120456360351,0.0110705259421,0.000602343176965,1,0,0,103.470001,525.0,28.472557,70.468475,50.294781,115.405998,65.689789,96.32,111.471542,57.96487
2016-02-19,695.030029,703.080994,694.049988,700.909973,700.909973,1589300,713.341766294,703.609920528,686.952959672,2.17285058957,9.031006,0.0,1.980041,1.80577264552,2.34389094181,0.00791834788175,-0.00721918248408,-0.00192603194704,0.00690534760018,0.00593519019596,-0.00447982354504,0.0255382655256,1,0,0,104.57,534.900024,29.764076,70.755333,49.938213,117.060577,67.513718,96.650002,110.862671,59.113983
2016-02-22,707.450012,713.23999,702.51001,706.460022,706.460022,1949800,713.145145029,700.141010121,688.670622851,4.12584359239,12.330017,10.158996,0.0,1.69275862431,2.18646546731,-0.0150186078045,-0.00976704100038,-0.0010050420093,-0.00196757772091,-0.0123007696535,0.0174814931,0.0175380822894,-1,-1,0,107.160004,559.5,31.075312,72.268761,50.738071,118.17643,67.76329,97.919998,111.947227,61.412189
2016-02-23,701.450012,708.400024,693.580017,695.849976,695.849976,2009300,712.664723667,701.672127738,690.12365799,-1.21213149664,14.820007,0.0,8.929993,1.70053058774,2.07461707611,0.00533164062364,0.0142272391197,0.0132500270432,0.00275927867532,0.0329956496255,0.0330531016645,0.0238126141719,1,0,0,105.459999,552.940002,30.296457,71.368622,49.321453,119.792526,67.360107,97.190002,111.214676,60.532883
2016-02-24,688.919983,700.0,680.780029,699.559998,699.559998,1963600,712.310541892,701.915021359,692.772548293,1.18461787201,19.219971,0.0,12.799988,1.64806683647,1.91660565017,0.00884842189047,0.00787639232625,-0.00255871977403,0.0275172966651,0.027574444015,0.0183829622002,0.0161959189096,1,0,0,106.879997,554.039978,31.26263,71.071861,49.494919,120.831444,67.782486,98.290001,111.366882,61.841858
2016-02-25,700.01001,705.97998,690.585022,705.75,705.75,1631900,712.137896053,698.834288826,695.03682335,2.77826468228,15.394958,5.97998,0.0,1.64710909241,2.16225014567,-0.00096350407368,-0.0113070917464,0.0185051335459,0.018561779667,0.00945091462983,0.0072830534892,-0.0150053517535,-1,0,0,108.07,555.150024,31.864025,72.476486,50.208042,122.033882,70.064148,99.470001,112.613174,62.331482
2016-02-26,708.580017,713.429993,700.859985,705.070007,705.070007,2243500,711.956668128,702.488186539,697.704921915,-0.365583426107,12.570008,7.450013,0.0,1.64710909241,2.16225014567,-0.0103535633732,0.0194874138222,0.0195441145747,0.0104244627158,0.00825451081768,-0.0140553901054,-0.0157431686071,-1,-1,0,107.919998,555.22998,31.440092,71.942337,49.437096,121.456718,70.32518,97.980003,112.210571,61.552086
2016-02-29,700.320007,710.890015,697.679993,697.77002,697.77002,2481100,711.602001925,704.054249363,700.389950145,-2.97390038209,13.210022,0.0,3.179992,1.54195368643,2.16587650023,0.0301531699513,0.0302104639004,0.0209954033279,0.018802749651,-0.00374055480343,-0.00544599064316,0.010705490041,1,1,1,106.919998,552.52002,31.223196,71.606026,49.032349,119.398125,68.739632,95.629997,112.33519,60.902592
2016-03-01,703.619995,718.809998,699.77002,718.809998,718.809998,2151400,711.777806707,705.387567308,703.097292921,20.240243624,21.039978,7.919983,0.0,1.51388270676,2.16587650023,5.5616922568e-05,-0.00888971357908,-0.0110181870342,-0.0329016361289,-0.0345571528904,-0.018878435244,-0.00833320490347,1,0,0,109.82,579.039978,31.755577,73.83165,50.670616,120.918015,70.905266,98.339996,113.926422,62.661224
2016-03-02,719.0,720.0,712.0,718.849976,718.849976,1629000,711.94619169,708.161110565,703.076785415,0.253010817139,8.0,1.190002,0.0,1.5801259714,2.26064918608,-0.00894483301756,-0.0110731881001,-0.0329554201724,-0.0346108448642,-0.0189329991714,-0.00838835529154,0.0110871965863,-1,0,0,109.949997,580.210022,31.558397,73.495346,51.027176,120.812195,70.837585,97.279999,113.571747,62.171608
2016-03-03,718.679993,719.450012,706.02002,712.419983,712.419983,1956800,711.957210093,717.631667691,704.618904785,-0.286670595743,13.429992,0.0,5.97998,1.59350726821,2.1010465668,-0.00214756469008,-0.0242272962745,-0.0258976621098,-0.0100783149986,0.000561500252022,0.020212829993,0.0253642618556,-1,0,0,109.580002,577.48999,31.075312,73.109558,50.448967,121.976181,71.688377,97.290001,111.855904,62.91103
2016-03-04,714.98999,716.48999,706.02002,710.890015,710.890015,1972100,711.932955659,715.391579035,705.630339087,-1.56766546872,10.46997,0.0,0.0,1.59350726821,1.92954535689,-0.022127251288,-0.0238012120623,-0.0079478187635,0.00271489535551,0.022408518426,0.0275710371315,0.0245326304098,-1,-1,-1,108.389999,575.140015,30.749968,73.099678,50.140583,120.783333,71.649696,97.160004,112.3256,63.210796
2016-03-07,706.900024,708.091003,686.900024,695.159973,695.159973,2985100,711.560222711,708.734033799,704.881144634,2.09355232435,23.989991,0.0,19.119996,1.59350726821,1.92954535689,-0.00171183906758,0.0145002839512,0.0254042733844,0.045543522685,0.0508228585825,0.047715698959,0.0588786115279,-1,0,0,105.730003,562.799988,30.542931,71.160889,49.176895,121.37014,71.011612,96.57,112.296844,60.482914
2016-03-08,688.590027,703.789978,685.340027,693.969971,693.969971,2076300,711.177825935,702.90520522,705.834056435,-0.532150624048,18.449951,0.0,1.559997,1.59350726821,2.17438183248,0.0162399231537,0.0271626104698,0.0473363940412,0.0526247828092,0.0495122951077,0.0606943495542,0.0631296163102,1,1,0,105.93,560.26001,30.345753,69.855194,49.774391,122.569519,72.722847,95.830002,113.514236,58.884171
2016-03-09,698.469971,705.679993,694.0,705.23999,705.23999,1421500,711.051489,696.672555579,706.898951655,9.57876355768,11.710022,1.890015,0.0,1.59350726821,2.20299613791,0.0107481383749,0.0305995367619,0.0358034149482,0.0327406660533,0.0437440267674,0.04614037698,0.0458850695633,1,1,0,107.510002,559.469971,30.424625,69.914536,50.921169,121.902115,74.086037,96.459999,114.683693,59.223896
2016-03-10,708.119995,716.440002,703.359985,712.820007,712.820007,2829400,711.088333125,700.944283359,707.441713363,5.87453076612,13.080017,10.760009,0.0,1.53982822006,2.19305766902,0.0196403017066,0.0247888426622,0.0217586625623,0.0326450152514,0.0350158830489,0.0347632905315,0.0410622874114,1,1,0,107.32,558.929993,30.809122,69.459518,50.159859,121.766708,74.231056,96.43,115.009613,59.783463
2016-03-11,720.0,726.919983,717.125,726.820007,726.820007,1970800,711.409387694,711.589409151,708.974789431,13.3129355471,14.099976,10.479981,0.0,1.53982822006,2.136654686,0.00504936980911,0.00207755700924,0.0127542168772,0.015079417042,0.0148316899592,0.0210093556217,0.0191656708206,1,0,0,109.410004,569.609985,31.075312,70.854248,51.142818,124.252525,75.023842,98.139999,116.514572,60.113205
2016-03-14,726.809998,735.5,725.150024,730.48999,730.48999,1718300,711.79099974,720.413086422,712.178573579,3.46335396071,10.349976,8.580017,0.0,1.61888402542,2.31609942541,-0.00295688240711,0.00766613790286,0.00997965625785,0.00973317375643,0.0158798028156,0.0140453806903,0.0103629181832,-1,0,0,109.889999,573.369995,31.952755,70.715759,51.239185,124.620087,74.859489,98.410004,117.808647,58.884171
2016-03-15,726.919983,732.289978,724.77002,728.330017,728.330017,1721000,712.115294196,728.228761364,711.948288629,-0.0760602686005,7.519958,0.0,0.380004,1.70035729405,2.43266132095,0.010654524486,0.0129749039301,0.0127276904475,0.0188925482663,0.0170526858843,0.0133593024768,0.00956979780774,1,1,0,110.669998,577.02002,32.021767,71.131218,51.643936,125.461601,76.058311,98.809998,118.316696,58.424522
2016-03-16,726.369995,737.469971,724.51001,736.090027,736.090027,1624400,712.57634675,730.869874925,712.131468531,5.93770968356,12.959961,5.179993,0.0,1.70035729405,2.3149034818,0.00229591753455,0.00205131022649,0.00815117686685,0.00633071068629,0.00267626367393,-0.00107329127012,-0.00347783274613,1,0,0,112.18,574.27002,32.327396,71.586227,52.376339,126.177345,75.342888,99.919998,118.402954,59.03405
2016-03-17,736.450012,743.070007,736.0,737.780029,737.780029,1860800,713.051887925,732.474621566,713.560114728,2.3438091715,7.070007,5.600036,0.0,1.71708725839,2.19305768724,-0.00024404699629,0.00584184693348,0.00402555081902,0.000379474896304,-0.00336149109832,-0.00576052459127,0.00947435648194,-1,0,0,111.019997,559.440002,32.140072,72.3479,52.675079,126.593254,75.893959,100.629997,118.057877,59.853409
2016-03-18,741.859985,742.0,731.830017,737.599976,737.599976,2980700,713.506482148,736.890527981,715.414306146,-0.529729588005,10.169983,0.0,4.169983,1.76140140704,2.02305361236,0.00608737953647,0.00427064005219,0.000623674098384,-0.00311820509061,-0.0055178242034,0.00972077580436,0.0175298988893,1,0,0,111.449997,552.080017,31.74572,72.980957,51.547573,127.047859,75.429893,101.580002,118.939751,59.303833
2016-03-21,736.5,742.5,733.515991,742.090027,742.090027,1836500,714.026182964,738.527772334,720.501103598,2.56584824071,8.984009,0.5,0.0,1.76140140704,1.81492466603,-0.00180574721563,-0.00543064702849,-0.0091498857995,-0.0115349859027,0.00361141223099,0.0113732858453,0.00385395962207,-1,0,0,111.849998,553.97998,31.587978,72.971069,51.904137,126.719002,75.729607,100.419998,118.680939,59.433731
2016-03-22,737.460022,745.0,737.460022,740.75,740.75,1269700,714.503393982,739.566225394,726.316892507,0.369540068929,7.539978,2.5,0.0,1.76140140704,1.81492466603,-0.00363145730678,-0.0073574242322,-0.00974683901451,0.00542695916301,0.0132028741141,0.00566994532568,0.0123658089774,-1,0,0,112.25,560.47998,32.080921,72.169838,52.106506,126.312767,76.000313,99.919998,118.690529,59.573627
2016-03-23,742.359985,745.719971,736.150024,738.059998,738.059998,1432100,714.916667737,740.927486211,730.686609884,-1.28085804556,9.569947,0.0,1.309998,1.7075701761,1.87639203158,-0.00373954693044,-0.00613767039573,0.00909143161556,0.0168956873883,0.00933530338817,0.0160555714063,0.00979592447713,-1,0,0,112.540001,569.630005,32.120361,73.109558,52.010139,125.954895,75.371887,100.309998,119.045197,59.623589
2016-03-24,732.01001,737.747009,731.0,735.299988,735.299988,1594900,715.268104293,738.908175926,734.082730867,0.0805653485151,7.059998,0.0,5.150024,1.6269558079,1.63483525813,-0.00240712502228,0.0128791406971,0.0207126903965,0.0131239278628,0.0198694209689,0.0135862779315,0.0033999728557,-1,0,0,113.050003,582.950012,31.755577,73.337067,52.241425,126.187019,74.61779,99.769997,118.182487,60.123192
2016-03-28,736.789978,738.98999,732.5,733.530029,733.530029,1301300,715.577628441,736.368093593,735.323216514,-0.867079222744,6.48999,1.242981,0.0,1.45628966044,1.67089710166,0.0153231504582,0.0231756019902,0.015568528279,0.0223302978098,0.0160319939676,0.00582111001757,0.0165773349682,1,1,0,113.690002,579.869995,31.94442,73.277718,51.595753,126.786728,75.072174,99.510002,118.067459,60.043259
2016-03-29,734.590027,747.25,728.76001,744.77002,744.77002,1902100,716.0641683,736.520755499,736.714763687,8.02886639796,18.48999,8.26001,0.0,1.32653986995,1.67089710166,0.00773394315738,0.000241674604464,0.00690139621893,0.00069814571752,-0.0093586366433,0.00123525648898,-0.00602869460293,1,0,0,116.139999,593.859985,33.037727,74.563637,52.723263,128.131195,74.550117,101.690002,118.83432,62.91103
2016-03-30,750.099976,757.880005,748.73999,750.530029,750.530029,1782400,716.62918241,740.150411286,738.980439525,5.44733133193,13.109985,10.630005,0.0,1.35679026937,1.81257660331,-0.00743476847613,-0.000826157483434,-0.00698180059095,-0.0169614012872,-0.00644881192355,-0.0136570151812,-0.0151626244924,-1,0,0,114.699997,598.690002,33.862675,75.948471,53.050919,129.050079,75.758614,102.080002,120.617264,62.731163
2016-03-31,749.25,750.849976,740.940002,744.950012,744.950012,1718800,717.085969984,746.573007846,739.831086827,-0.162302530016,9.909974,0.0,7.799988,1.52335614158,2.09478416382,0.00665811251776,0.000456360822235,-0.00959799165692,0.000993341819021,-0.00626885418454,-0.0077857411995,-0.0118800400798,1,0,0,114.099998,593.640015,33.634075,75.651726,53.224377,129.059723,74.588783,102.580002,120.47348,65.249214
2016-04-01,738.599976,750.340027,737.0,749.909973,749.909973,1576700,717.606985905,748.700339593,740.77167742,2.79496753368,13.340027,0.0,3.940002,1.46419129607,2.09478416382,-0.00616073284306,-0.0161485850782,-0.005627303479,-0.0128414667716,-0.0143483209817,-0.0184155398611,-0.00909435298309,-1,0,0,116.059998,598.5,34.210545,76.749702,53.552036,130.433243,75.516914,103.370003,121.757957,65.099327
2016-04-04,750.059998,752.799988,742.429993,745.289978,745.289978,1134200,718.039532656,746.537035343,741.587906845,-0.609865986749,10.369995,2.459961,0.0,1.46419129607,2.09478416382,-0.0100497661596,0.000536736051481,-0.00672214728211,-0.00823834236504,-0.01233077362,-0.00295180542465,0.00862750498438,-1,-1,0,112.550003,593.190002,34.021702,76.987106,53.417118,130.433243,75.159187,102.419998,122.285179,64.71962
2016-04-05,738.0,742.799988,735.369995,737.799988,737.799988,1132300,718.343539662,746.234352051,741.281485125,2.3373019892,9.919983,0.0,7.059998,1.46419129607,2.09478416382,0.0106939741506,0.0033614001631,0.0018298129872,-0.00230416376748,0.00717001773657,0.0188668788647,0.0208728981438,1,1,0,112.220001,586.140015,33.504868,76.136406,52.578712,130.172089,74.811142,100.970001,122.10305,65.099327
2016-04-06,735.77002,746.23999,735.559998,745.690002,745.690002,1050200,718.75788,743.063617849,741.628842137,6.77529973487,10.679992,3.440002,0.0,1.46419129607,1.93481219444,-0.00725498931927,-0.0087703710422,-0.0128606069201,-0.00348667005462,0.00808642865511,0.010071222599,0.017849237571,-1,0,0,113.709999,602.080017,33.793102,77.362984,53.11837,131.003922,75.371887,101.760002,122.237251,70.804878
